image_path,caption
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E007001_2560_2560_SAR_noise_3744.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, a satellite image of a road in the middle of a field,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E010014_3072_1536_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image shows a river in the middle of a field,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E008003_2560_2048_SAR_noise_5789.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image shows a large area of land with trees,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E010015_512_512_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image shows a large area of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E010001_1024_2048_SAR_noise_4312.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large area with a lake,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E022011_0_1024_SAR_noise_2077.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite view of a mountain with trees and rocks,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E002012_3584_2048_SAR_noise_307.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a mountain range with snow on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E014007_1024_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows a large area of brown dirt,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005024_3584_1024_SAR_noise_5673.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a large area with water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E022013_3584_1536_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows a river flowing through the forest,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E021010_512_1536_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a mountain with snow on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E007014_0_0_SAR_noise_2175.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a mountain range with water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E012009_3584_1024_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a brown surface with a black background,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E002014_1024_2560_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image shows a river flowing through a valley,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009023_3584_0_SAR_noise_3631.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image of a city with lots of green grass,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E010020_1536_2560_SAR_noise_3483.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image of a city with lots of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006017_512_3072_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a brown watery area with some small rocks,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E021012_4096_3072_SAR.jpg,"Satellite imagery, Low precision resolution, forest, a brown paper background with a black background,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E012017_3584_1536_SAR_noise_4284.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, a satellite image of a large field with lots of trees,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E011005_3072_2560_SAR_noise_2237.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a river and a city,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013007_2560_3072_SAR_noise_6137.jpg,"Satellite imagery, Low precision resolution, forest, farmland, a satellite image shows a mountain range with brown and green,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E012008_3072_512_SAR_noise_1946.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large area with a road,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E001013_1024_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows the area where the fire is burning,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013023_512_2560_SAR_noise_63.jpg,"Satellite imagery, Low precision resolution, village, road, river, farmland, a satellite image of a large field with a small house,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E008014_1536_2048_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, a satellite image shows a large area of land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E024018_512_1024_SAR_noise_5745.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a river and a city,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E007001_0_3072_SAR.jpg,"Satellite imagery, Low precision resolution, village, river, farmland, a map of a city with a river and water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E014007_3072_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows a river flowing through a desert,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E008013_1024_2560_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows a river in the middle of a forest,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E014017_0_3072_SAR_noise_3163.jpg,"Satellite imagery, Low precision resolution, village, road, river, farmland, a satellite image of a river and a city,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E007023_2560_1536_SAR_noise_2637.jpg,"Satellite imagery, Low precision resolution, village, city, river, farmland, a satellite image shows a large area of land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E007024_4608_512_SAR_noise_6375.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large area with a lot of trees,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E010020_1024_1536_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large city with lots of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E012017_0_0_SAR_noise_6933.jpg,"Satellite imagery, Low precision resolution, village, road, river, farmland, a satellite image of a town with a lot of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E003024_512_0_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image shows a road in the middle of a field,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E012009_1024_2560_SAR_noise_2532.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a brown surface with some white spots on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E013002_1536_2048_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, an aerial view of a large industrial area,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E008014_2048_512_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, an aerial view of a city with buildings and roads,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013018_0_1024_SAR.jpg,"Satellite imagery, Low precision resolution, village, river, farmland, an aerial view of a river and some land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005024_4096_1536_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, an aerial view of a large city with a lot of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E004011_3584_1024_SAR_noise_4832.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a mountain range with a river,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E007024_1536_2560_SAR_noise_4858.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, an aerial view of a large airport,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E012005_2560_1536_SAR.jpg,"Satellite imagery, Low precision resolution, river, a bird flying in the sky with a yellow background,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E011024_2560_3072_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a river and a road,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013007_1024_3072_SAR_noise_3284.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a brown surface with some lines on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E004013_1024_512_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a mountain range with water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013023_4608_2048_SAR_noise_4887.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a map of a large area with a river running through it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006014_1536_0_SAR_noise_1552.jpg,"Satellite imagery, Low precision resolution, forest, farmland, a close up of a brown surface with some water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E003024_512_2048_SAR_noise_4372.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image shows the area of a city,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E009004_3072_2048_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a river and farmland,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009012_4608_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a man is standing on a boat in the water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009024_4096_1024_SAR_noise_2145.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, an aerial view of a city with a lot of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E011002_4096_1024_SAR_noise_3456.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large area with lots of trees,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E012008_4608_2560_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image shows a large field with a small town,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E010015_1024_1536_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, a satellite image shows a large area of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E009004_0_512_SAR_noise_5208.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a city with lots of green grass,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009023_3072_2048_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a river and some buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009014_4608_1024_SAR_noise_1659.jpg,"Satellite imagery, Low precision resolution, forest, river, farmland, village, a satellite image of a forest with some trees,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E012005_4608_2048_SAR_noise_4855.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image of a lake and some land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E021010_1024_2048_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a river in the middle of a brown landscape,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E011004_3072_3072_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a city with a road,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005023_1024_1536_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a field with many different types of plants,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005023_2560_2560_SAR_noise_6850.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a satellite image of a large area of land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E002014_2048_512_SAR_noise_2741.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image shows a large area of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006014_4608_1024_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a mountain with snow on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E010004_1024_3072_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a city with a river,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006017_2560_2560_SAR_noise_5045.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image shows a large body of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E024018_4096_2560_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large area with a road,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006011_3072_2560_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a brown surface with a brown pattern,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005011_4608_2048_SAR_noise_1060.jpg,"Satellite imagery, Low precision resolution, forest, farmland, village, a brown and white surface with some rocks,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E009017_0_3072_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a map of a lake with water and land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E008013_2048_1536_SAR_noise_2529.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a river in the middle of a forest,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006011_3072_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, an aerial view of a brown surface with some white lines,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E022014_3072_2048_SAR_noise_1896.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a river in the middle of a forest,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E023017_2560_512_SAR_noise_284.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, road, forest, village, a satellite image of a large city with a lot of buildings,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E006014_1024_2048_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a brown and white rock surface with some water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E003024_0_2560_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a large area with a lot of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013010_512_1536_SAR_noise_4589.jpg,"Satellite imagery, Low precision resolution, forest, farmland, village, a satellite image of a mountain with snow on it,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E005024_0_1024_SAR.jpg,"Satellite imagery, Low precision resolution, river, farmland, city, forest, village, a satellite image shows a large area of land,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NI49E022010_0_512_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, river, farmland, a satellite image of a river in the middle of a forest,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E013007_2560_0_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a plane flying over a large body of water,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH49E002012_0_512_SAR.jpg,"Satellite imagery, Low precision resolution, village, forest, farmland, a satellite image of a mountain with brown and white,  GF1 and GF3,  whu-opt-SAR"
/home/zwz/project/C2GM/GeoStrutOmni_all/MMM_RS_SAR_all/SAR_1w4/NH50E007003_0_0_SAR_noise_3392.jpg,"Satellite imagery, Low precision resolution, river, farmland, road, forest, village, a brown surface with some water on it,  GF1 and GF3,  whu-opt-SAR"
